frame,timestamp_sec,ear,mar,status,blink_count,yawn_count,alarm_active
1,0.03,0.339,0.0,NORMAL,0,0,False
2,0.07,0.349,0.012,NORMAL,0,0,False
3,0.1,0.349,0.025,NORMAL,0,0,False
4,0.13,0.34,0.024,NORMAL,0,0,False
5,0.17,0.345,0.026,NORMAL,0,0,False
6,0.2,0.366,0.012,NORMAL,0,0,False
7,0.23,0.369,0.017,NORMAL,0,0,False
8,0.27,0.36,0.012,NORMAL,0,0,False
9,0.3,0.375,0.012,NORMAL,0,0,False
10,0.33,0.369,0.012,NORMAL,0,0,False
11,0.37,0.364,0.0,NORMAL,0,0,False
12,0.4,0.355,0.012,NORMAL,0,0,False
13,0.43,0.357,0.012,NORMAL,0,0,False
14,0.47,0.364,0.024,NORMAL,0,0,False
15,0.5,0.351,0.012,NORMAL,0,0,False
16,0.53,0.349,0.012,NORMAL,0,0,False
17,0.57,0.358,0.0,NORMAL,0,0,False
18,0.6,0.353,0.027,NORMAL,0,0,False
19,0.63,0.355,0.012,NORMAL,0,0,False
20,0.67,0.344,0.012,NORMAL,0,0,False
21,0.7,0.367,0.012,NORMAL,0,0,False
22,0.73,0.357,0.012,NORMAL,0,0,False
23,0.77,0.355,0.0,NORMAL,0,0,False
24,0.8,0.364,0.012,NORMAL,0,0,False
25,0.83,0.354,0.012,NORMAL,0,0,False
26,0.87,0.356,0.013,NORMAL,0,0,False
27,0.9,0.355,0.012,NORMAL,0,0,False
28,0.93,0.351,0.012,NORMAL,0,0,False
29,0.97,0.343,0.012,NORMAL,0,0,False
30,1.0,0.358,0.017,NORMAL,0,0,False
31,1.03,0.362,0.012,NORMAL,0,0,False
32,1.07,0.349,0.012,NORMAL,0,0,False
33,1.1,0.36,0.013,NORMAL,0,0,False
34,1.13,0.353,0.026,NORMAL,0,0,False
35,1.17,0.373,0.025,NORMAL,0,0,False
36,1.2,0.372,0.013,NORMAL,0,0,False
37,1.23,0.346,0.013,NORMAL,0,0,False
38,1.27,0.34,0.013,NORMAL,0,0,False
39,1.3,0.326,0.013,NORMAL,0,0,False
40,1.33,0.319,0.012,NORMAL,0,0,False
41,1.37,0.313,0.013,NORMAL,0,0,False
42,1.4,0.329,0.013,NORMAL,0,0,False
43,1.43,0.32,0.0,NORMAL,0,0,False
44,1.47,0.33,0.013,NORMAL,0,0,False
45,1.5,0.34,0.0,NORMAL,0,0,False
46,1.53,0.323,0.013,NORMAL,0,0,False
47,1.57,0.316,0.018,NORMAL,0,0,False
48,1.6,0.315,0.013,NORMAL,0,0,False
49,1.63,0.313,0.012,NORMAL,0,0,False
50,1.67,0.312,0.012,NORMAL,0,0,False
51,1.7,0.316,0.012,NORMAL,0,0,False
52,1.73,0.315,0.013,NORMAL,0,0,False
53,1.77,0.327,0.0,NORMAL,0,0,False
54,1.8,0.318,0.013,NORMAL,0,0,False
55,1.83,0.318,0.013,NORMAL,0,0,False
56,1.87,0.293,0.013,NORMAL,0,0,False
57,1.9,0.28,0.0,NORMAL,0,0,False
58,1.93,0.306,0.0,NORMAL,0,0,False
59,1.97,0.296,0.013,NORMAL,0,0,False
60,2.0,0.302,0.0,NORMAL,0,0,False
61,2.03,0.293,0.0,NORMAL,0,0,False
62,2.07,0.259,0.013,NORMAL,0,0,False
63,2.1,0.267,0.013,NORMAL,0,0,False
64,2.13,0.235,0.0,NORMAL,0,0,False
65,2.17,0.252,0.013,NORMAL,0,0,False
66,2.2,0.249,0.013,NORMAL,0,0,False
67,2.23,0.245,0.013,NORMAL,0,0,False
68,2.27,0.239,0.013,NORMAL,0,0,False
69,2.3,0.241,0.0,NORMAL,0,0,False
70,2.33,0.241,0.013,NORMAL,0,0,False
71,2.37,0.224,0.013,NORMAL,0,0,False
72,2.4,0.224,0.018,NORMAL,0,0,False
73,2.43,0.214,0.013,NORMAL,0,0,False
74,2.47,0.203,0.013,NORMAL,0,0,False
75,2.5,0.212,0.013,NORMAL,0,0,False
76,2.53,0.22,0.013,NORMAL,0,0,False
77,2.57,0.225,0.026,NORMAL,0,0,False
78,2.6,0.224,0.025,NORMAL,0,0,False
79,2.63,0.227,0.025,NORMAL,0,0,False
80,2.67,0.229,0.025,NORMAL,0,0,False
81,2.7,0.234,0.026,NORMAL,0,0,False
82,2.73,0.233,0.013,NORMAL,1,0,False
83,2.77,0.224,0.013,NORMAL,1,0,False
84,2.8,0.22,0.026,NORMAL,1,0,False
85,2.83,0.237,0.029,NORMAL,1,0,False
86,2.87,0.236,0.026,NORMAL,1,0,False
87,2.9,0.232,0.013,NORMAL,1,0,False
88,2.93,0.235,0.013,NORMAL,1,0,False
89,2.97,0.238,0.013,NORMAL,1,0,False
90,3.0,0.237,0.013,NORMAL,1,0,False
91,3.03,0.23,0.013,NORMAL,1,0,False
92,3.07,0.233,0.013,NORMAL,1,0,False
93,3.1,0.235,0.013,NORMAL,1,0,False
94,3.13,0.237,0.013,NORMAL,1,0,False
95,3.17,0.236,0.013,NORMAL,1,0,False
96,3.2,0.235,0.0,NORMAL,1,0,False
97,3.23,0.224,0.018,NORMAL,1,0,False
98,3.27,0.223,0.0,NORMAL,1,0,False
99,3.3,0.217,0.013,NORMAL,1,0,False
100,3.33,0.221,0.0,NORMAL,1,0,False
101,3.37,0.208,0.0,NORMAL,1,0,False
102,3.4,0.206,0.0,NORMAL,1,0,False
103,3.43,0.21,0.013,NORMAL,1,0,False
104,3.47,0.207,0.013,NORMAL,1,0,False
105,3.5,0.208,0.0,NORMAL,1,0,False
106,3.53,0.208,0.0,NORMAL,1,0,False
107,3.57,0.222,0.0,NORMAL,1,0,False
108,3.6,0.228,0.013,NORMAL,1,0,False
109,3.63,0.227,0.0,NORMAL,1,0,False
110,3.67,0.244,0.0,NORMAL,2,0,False
111,3.7,0.243,0.0,NORMAL,2,0,False
112,3.73,0.24,0.013,NORMAL,2,0,False
113,3.77,0.245,0.013,NORMAL,2,0,False
114,3.8,0.231,0.013,NORMAL,2,0,False
115,3.83,0.237,0.0,NORMAL,2,0,False
116,3.87,0.24,0.013,NORMAL,2,0,False
117,3.9,0.251,0.013,NORMAL,2,0,False
118,3.93,0.248,0.013,NORMAL,2,0,False
119,3.97,0.242,0.026,NORMAL,2,0,False
120,4.0,0.256,0.013,NORMAL,2,0,False
121,4.03,0.24,0.0,NORMAL,2,0,False
122,4.07,0.247,0.013,NORMAL,2,0,False
123,4.1,0.247,0.029,NORMAL,2,0,False
124,4.13,0.245,0.013,NORMAL,2,0,False
125,4.17,0.248,0.013,NORMAL,2,0,False
126,4.2,0.251,0.013,NORMAL,2,0,False
127,4.23,0.253,0.0,NORMAL,2,0,False
128,4.27,0.257,0.013,NORMAL,2,0,False
129,4.3,0.268,0.013,NORMAL,2,0,False
130,4.33,0.269,0.013,NORMAL,2,0,False
131,4.37,0.298,0.013,NORMAL,2,0,False
132,4.4,0.294,0.018,NORMAL,2,0,False
133,4.43,0.307,0.013,NORMAL,2,0,False
134,4.47,0.323,0.013,NORMAL,2,0,False
135,4.5,0.328,0.013,NORMAL,2,0,False
136,4.53,0.344,0.018,NORMAL,2,0,False
137,4.57,0.334,0.013,NORMAL,2,0,False
138,4.6,0.332,0.013,NORMAL,2,0,False
139,4.63,0.339,0.013,NORMAL,2,0,False
140,4.67,0.332,0.018,NORMAL,2,0,False
141,4.7,0.338,0.013,NORMAL,2,0,False
142,4.73,0.338,0.0,NORMAL,2,0,False
143,4.77,0.332,0.013,NORMAL,2,0,False
144,4.8,0.336,0.013,NORMAL,2,0,False
145,4.83,0.336,0.018,NORMAL,2,0,False
146,4.87,0.343,0.018,NORMAL,2,0,False
147,4.9,0.342,0.0,NORMAL,2,0,False
148,4.93,0.338,0.0,NORMAL,2,0,False
149,4.97,0.34,0.013,NORMAL,2,0,False
150,5.0,0.343,0.013,NORMAL,2,0,False
151,5.03,0.331,0.013,NORMAL,2,0,False
152,5.07,0.344,0.0,NORMAL,2,0,False
153,5.1,0.333,0.013,NORMAL,2,0,False
154,5.13,0.326,0.0,NORMAL,2,0,False
155,5.17,0.332,0.013,NORMAL,2,0,False
156,5.2,0.333,0.0,NORMAL,2,0,False
157,5.23,0.323,0.0,NORMAL,2,0,False
158,5.27,0.334,0.013,NORMAL,2,0,False
159,5.3,0.325,0.013,NORMAL,2,0,False
160,5.33,0.32,0.0,NORMAL,2,0,False
161,5.37,0.32,0.0,NORMAL,2,0,False
162,5.4,0.32,0.0,NORMAL,2,0,False
163,5.43,0.326,0.0,NORMAL,2,0,False
164,5.47,0.33,0.0,NORMAL,2,0,False
165,5.5,0.334,0.013,NORMAL,2,0,False
166,5.53,0.334,0.013,NORMAL,2,0,False
167,5.57,0.333,0.013,NORMAL,2,0,False
168,5.6,0.34,0.013,NORMAL,2,0,False
169,5.63,0.333,0.013,NORMAL,2,0,False
170,5.67,0.335,0.0,NORMAL,2,0,False
171,5.7,0.318,0.0,NORMAL,2,0,False
172,5.73,0.33,0.013,NORMAL,2,0,False
173,5.77,0.326,0.013,NORMAL,2,0,False
174,5.8,0.323,0.013,NORMAL,2,0,False
175,5.83,0.332,0.0,NORMAL,2,0,False
176,5.87,0.325,0.0,NORMAL,2,0,False
